nodeId:ID,:LABEL,name,ma_dieu,phien_ban,noi_dung
khainiem_datdothuenhanuoc,KhaiNiem,đất do Nhà nước cho thuê đất thu tiền hằng năm,,,
hanhviphaply_thechapsan,HanhViPhapLy,Thế chấp tài sản,,,
hanhviphaply_bants,HanhViPhapLy,Bán tài sản,,,
hanhviphaply_gopvonts,HanhViPhapLy,Góp vốn bằng tài sản,,,
hanhviphaply_chothuets,HanhViPhapLy,Cho thuê tài sản,,,
hanhviphaply_chothuelaidsd,HanhViPhapLy,Cho thuê lại quyền sử dụng đất,,,
dieu_102_2024,DieuLuat,"Điều 102. Bồi thường thiệt hại về nhà, nhà ở, công trình xây dựng gắn liền với đất khi Nhà nước thu hồi đất",102.0,2024.0,"Điều 102.

Bồi thường thiệt hại về nhà, nhà ở, công trình xây dựng gắn liền với đất khi Nhà nước
thu hồi đất
1. Đối với nhà ở, công trình phục vụ đời sống gắn liền với đất của hộ gia đình, cá nhân, người gốc Việt
Nam định cư ở nước ngoài mà phải tháo dỡ hoặc phá dỡ khi Nhà nước thu hồi đất thì chủ sở hữu nhà
ở, công trình đó được bồi thường bằng giá trị xây dựng mới của nhà ở, công trình có tiêu chuẩn kỹ
thuật tương đương theo quy định của pháp luật có liên quan.
Chủ sở hữu nhà ở, công trình được sử dụng các nguyên vật liệu còn lại của nhà ở, công trình.
2. Đối với nhà, công trình xây dựng gắn liền với đất không thuộc trường hợp quy định tại khoản 1
Điều này , khi Nhà nước thu hồi đất mà bị tháo dỡ hoặc phá dỡ toàn bộ hoặc một phần thì được bồi
thường thiệt hại như sau:
a) Đối với nhà, công trình xây dựng bị tháo dỡ hoặc phá dỡ toàn bộ hoặc một phần mà phần còn lại
không bảo đảm tiêu chuẩn kỹ thuật theo quy định của pháp luật thì bồi thường bằng giá trị xây dựng
mới của nhà, công trình xây dựng có tiêu chuẩn kỹ thuật tương đương theo quy định của pháp luật về
xây dựng;
b) Đối với nhà, công trình xây dựng khác bị tháo dỡ hoặc phá dỡ không thuộc trường hợp quy định tại
điểm a khoản này thì được bồi thường thiệt hại theo thực tế.
3. Đối với công trình hạ tầng kỹ thuật, hạ tầng xã hội gắn liền với đất đang sử dụng không thuộc
trường hợp quy định tại khoản 1 và khoản 2 Điều này thì mức bồi thường tính bằng giá trị xây dựng
mới của công trình có tiêu chuẩn kỹ thuật tương đương theo quy định của pháp luật chuyên ngành.
4. Ủy ban nhân dân cấp tỉnh ban hành đơn giá bồi thường thiệt hại thực tế về nhà, nhà ở, công trình xây
dựng quy định tại Điều này để làm căn cứ tính bồi thường khi thu hồi đất; đơn giá bồi thường thiệt hại
quy định tại Điều này bảo đảm phù hợp với giá thị trường và phải xem xét điều chỉnh khi có biến động
để làm căn cứ tính bồi thường khi thu hồi đất.
5. Chính phủ quy định chi tiết Điều này ."
hanhviphaply_boithuongthiethai,HanhViPhapLy,Bồi thường thiệt hại,,,
khainiem_nhanhao,KhaiNiem,"Nhà, nhà ở",,,
dieu_87_2024,DieuLuat,Điều 87,87.0,2024.0,"Điều 87.

Trình tự, thủ tục bồi thường, hỗ trợ, tái định cư, thu hồi đất vì mục đích quốc phòng, an
ninh; phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng about:blank
. Trước khi thông báo thu hồi đất được ban hành, Ủy ban nhân dân cấp xã nơi có đất thu hồi chủ trì
phối hợp với Ủy ban Mặt trận Tổ quốc Việt Nam cùng cấp, đơn vị, tổ chức thực hiện nhiệm vụ bồi
thường, hỗ trợ, tái định cư và các cơ quan có liên quan, tổ chức họp với người có đất trong khu vực thu
hồi để phổ biến, tiếp nhận ý kiến về các nội dung sau đây:
a) Mục đích, ý nghĩa, tầm quan trọng của dự án, công trình được triển khai trên vùng đất dự kiến thu
hồi;
b) Các quy định của Nhà nước về chính sách bồi thường, hỗ trợ, tái định cư khi thu hồi đất;
c) Dự kiến nội dung kế hoạch bồi thường, hỗ trợ, tái định cư;
d) Dự kiến khu vực tái định cư trong trường hợp người có đất thu hồi được bố trí tái định cư.
2. Việc thực hiện kế hoạch thu hồi đất, điều tra, khảo sát, đo đạc, kiểm đếm được quy định như sau:
a) Ủy ban nhân dân cấp có thẩm quyền thu hồi đất ban hành thông báo thu hồi đất;
b) Ủy ban nhân dân cấp xã nơi có đất thu hồi gửi thông báo thu hồi đất đến từng người có đất thu hồi,
chủ sở hữu tài sản gắn liền với đất, người có quyền lợi và nghĩa vụ liên quan (nếu có), đồng thời niêm
yết thông báo thu hồi đất và danh sách người có đất thu hồi trên địa bàn quản lý tại trụ sở Ủy ban nhân
dân cấp xã và địa điểm sinh hoạt chung của khu dân cư nơi có đất thu hồi trong suốt thời gian bồi
thường, hỗ trợ, tái định cư .
Trường hợp không liên lạc được, không gửi được thông báo thu hồi đất cho người có đất thu hồi, chủ
sở hữu tài sản gắn liền với đất, người có quyền lợi và nghĩa vụ liên quan (nếu có) thì thông báo trên
một trong các báo hàng ngày của trung ương và cấp tỉnh trong 03 số liên tiếp và phát sóng trên đài phát
thanh hoặc truyền hình của trung ương và cấp tỉnh 03 lần trong 03 ngày liên tiếp; niêm yết tại trụ sở Ủy
ban nhân dân cấp xã, địa điểm sinh hoạt chung của khu dân cư nơi có đất thu hồi, đăng tải lên cổng
thông tin điện tử của Ủy ban nhân dân cấp huyện trong suốt thời gian bồi thường, hỗ trợ, tái định cư
mà không phải gửi thông báo thu hồi đất lại;
c) Ủy ban nhân dân cấp xã nơi có đất thu hồi phối hợp với đơn vị, tổ chức thực hiện nhiệm vụ bồi
thường, hỗ trợ, tái định cư, các cơ quan có liên quan và người có đất thu hồi thực hiện việc điều tra,
khảo sát, ghi nhận hiện trạng, đo đạc, kiểm đếm, thống kê, phân loại diện tích đất thu hồi và tài sản gắn
liền với đất thu hồi; xác định nguồn gốc đất thu hồi và tài sản gắn liền với đất thu hồi;
d) Ủy ban nhân dân cấp xã nơi có đất thu hồi phối hợp với đơn vị, tổ chức thực hiện nhiệm vụ bồi
thường, hỗ trợ, tái định cư điều tra, xác định, thống kê đầy đủ các thiệt hại thực tế về quyền sử dụng
đất và tài sản gắn liền với đất thu hồi; xác định người có quyền lợi và nghĩa vụ liên quan; thu nhập từ
việc sử dụng đất, tài sản gắn liền với đất thu hồi, nguyện vọng tái định cư, chuyển đổi nghề ;
đ) Trường hợp người có đất thu hồi không phối hợp trong việc điều tra, khảo sát, đo đạc, kiểm đếm thì
Ủy ban nhân dân cấp xã chủ trì, phối hợp với Ủy ban Mặt trận Tổ quốc Việt Nam cấp xã nơi có đất thu
hồi và đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư vận động, thuyết phục để tạo
sự đồng thuận trong thực hiện.
Việc tổ chức vận động, thuyết phục được tiến hành trong thời gian 15 ngày và phải được thể hiện bằng
văn bản. Quá thời hạn 10 ngày kể từ ngày kết thúc vận động, thuyết phục mà người có đất thu hồi vẫn
không phối hợp điều tra, khảo sát, đo đạc, kiểm đếm thì Chủ tịch Ủy ban nhân dân cấp huyện ban hành
quyết định kiểm đếm bắt buộc. Người có đất thu hồi có trách nhiệm thực hiện quyết định kiểm đếm bắt
buộc, nếu không chấp hành thì Chủ tịch Ủy ban nhân dân cấp huyện ban hành quyết định cưỡng chế
thực hiện quyết định kiểm đếm bắt buộc và tổ chức thực hiện cưỡng chế theo quy định tại Điều 88 của
Luật này .
3. Việc lập, thẩm định, phê duyệt phương án bồi thường, hỗ trợ, tái định cư được quy định như sau:
a) Đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư có trách nhiệm lập phương án bồi
thường, hỗ trợ, tái định cư và phối hợp với Ủy ban nhân dân cấp xã nơi có đất thu hồi niêm yết công about:blank
khai phương án bồi thường, hỗ trợ, tái định cư tại trụ sở Ủy ban nhân dân cấp xã, địa điểm sinh hoạt
chung của khu dân cư nơi có đất thu hồi trong thời hạn 30 ngày . Ngay sau khi hết thời hạn niêm yết
công khai, tổ chức lấy ý kiến về phương án bồi thường, hỗ trợ, tái định cư theo hình thức tổ chức họp
trực tiếp với người dân trong khu vực có đất thu hồi. Trường hợp người có đất thu hồi, chủ sở hữu tài
sản không tham gia họp trực tiếp có lý do chính đáng thì gửi ý kiến bằng văn bản.
Việc tổ chức lấy ý kiến phải được lập thành biên bản, ghi rõ số lượng ý kiến đồng ý, số lượng ý kiến
không đồng ý, số lượng ý kiến khác đối với phương án bồi thường, hỗ trợ, tái định cư; tiếp thu, giải
thích ý kiến góp ý; có xác nhận của đại diện Ủy ban nhân dân cấp xã, đại diện những người có đất thu
hồi.
Trong thời hạn 60 ngày kể từ ngày tổ chức lấy ý kiến, đơn vị, tổ chức thực hiện nhiệm vụ bồi thường,
hỗ trợ, tái định cư có trách nhiệm phối hợp với Ủy ban nhân dân cấp xã nơi có đất thu hồi tổ chức đối
thoại trong trường hợp còn có ý kiến không đồng ý về phương án bồi thường, hỗ trợ, tái định cư; đơn
vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư tiếp thu, giải trình ý kiến góp ý về dự
thảo phương án bồi thường, hỗ trợ tái định cư; hoàn chỉnh phương án trình cơ quan có thẩm quyền;
b) Phương án bồi thường, hỗ trợ, tái định cư phải được thẩm định trước khi trình Ủy ban nhân dân cấp
có thẩm quyền quyết định thu hồi đất;
c) Ủy ban nhân dân cấp có thẩm quyền thu hồi đất quyết định phê duyệt phương án bồi thường, hỗ trợ,
tái định cư.
4. Đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư có trách nhiệm sau đây:
a) Phối hợp với Ủy ban nhân dân cấp xã phổ biến, niêm yết công khai quyết định phê duyệt phương án
bồi thường, hỗ trợ, tái định cư tại trụ sở Ủy ban nhân dân cấp xã và địa điểm sinh hoạt chung của khu
dân cư nơi có đất thu hồi;
b) Gửi phương án bồi thường, hỗ trợ, tái định cư đã được cơ quan có thẩm quyền phê duyệt đến từng
người có đất thu hồi, chủ sở hữu tài sản gắn liền với đất, người có quyền lợi và nghĩa vụ liên quan
trong đó ghi rõ về mức bồi thường, hỗ trợ, bố trí nhà hoặc đất tái định cư (nếu có), thời gian, địa điểm
chi trả tiền bồi thường, hỗ trợ; thời gian bố trí nhà hoặc đất tái định cư (nếu có) và thời gian bàn giao
đất đã thu hồi cho đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư;
c) Thực hiện việc bồi thường, hỗ trợ, bố trí tái định cư theo phương án bồi thường, hỗ trợ, tái định cư
đã được cơ quan có thẩm quyền phê duyệt.
5. Ủy ban nhân dân cấp có thẩm quyền thu hồi đất ban hành quyết định thu hồi đất trong thời hạn 10
ngày kể từ ngày:
a) Phê duyệt phương án bồi thường, hỗ trợ, tái định cư đối với trường hợp không phải bố trí tái định
cư;
b) Người có đất thu hồi được bố trí tái định cư tại chỗ và đồng ý nhận tiền bồi thường chi phí tạm cư;
c) Người có đất thu hồi đã được cơ quan có thẩm quyền giao đất, bàn giao đất trên thực địa để tự xây
dựng nhà ở tái định cư;
d) Người có đất thu hồi đã được cơ quan nhà nước có thẩm quyền bàn giao nhà ở tái định cư;
đ) Người có đất thu hồi đã được cơ quan nhà nước có thẩm quyền bàn giao đất ở gắn liền với nhà ở
tái định cư;
e) Người có đất thu hồi đồng ý và đã nhận tiền bồi thường để tự lo chỗ ở;
g) Người có đất thu hồi tự nguyện bàn giao đất cho Nhà nước và đã được bố trí tạm cư hoặc được chi
trả kinh phí tạm cư. about:blank
. Trường hợp cơ quan nhà nước có thẩm quyền tổ chức thực hiện phương án bồi thường, hỗ trợ, tái
định cư đã được cơ quan có thẩm quyền phê duyệt mà người có đất thu hồi không đồng ý hoặc không
phối hợp thì thực hiện như sau:
a) Ủy ban nhân dân cấp xã chủ trì, phối hợp với Ủy ban Mặt trận Tổ quốc Việt Nam cấp xã nơi có đất
thu hồi và đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư vận động, thuyết phục để
tạo sự đồng thuận trong thực hiện;
b) Việc tổ chức vận động, thuyết phục được tiến hành trong thời gian 10 ngày và phải được thể hiện
bằng văn bản. Quá thời hạn 10 ngày kể từ ngày kết thúc vận động, thuyết phục mà người có đất thu hồi
vẫn không đồng ý hoặc không phối hợp thực hiện thì Ủy ban nhân dân cấp có thẩm quyền ban hành
quyết định thu hồi đất.
7. Trường hợp người có đất thu hồi, chủ sở hữu tài sản gắn liền với đất, người có quyền lợi và nghĩa
vụ liên quan không bàn giao đất cho đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư
thì thực hiện như sau:
a) Ủy ban nhân dân cấp xã chủ trì, phối hợp với Ủy ban Mặt trận Tổ quốc Việt Nam cấp xã nơi có đất
thu hồi và đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư vận động, thuyết phục để
người có đất thu hồi, chủ sở hữu tài sản gắn liền với đất, người có quyền lợi và nghĩa vụ liên quan bàn
giao đất cho đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư;
b) Việc tổ chức vận động, thuyết phục được tiến hành trong thời gian 10 ngày và phải được thể hiện
bằng văn bản. Quá thời hạn 10 ngày kể từ ngày kết thúc vận động, thuyết phục mà người có đất thu hồi
vẫn không chấp hành việc bàn giao đất cho đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái
định cư thì Chủ tịch Ủy ban nhân dân cấp huyện ban hành quyết định cưỡng chế thu hồi đất và tổ chức
thực hiện việc cưỡng chế theo quy định tại  Điều 89 của Luật này .
8. Tổ chức phát triển quỹ đất, Ủy ban nhân dân cấp xã có trách nhiệm quản lý đất đã được thu hồi trong
khi chưa giao đất, cho thuê đất theo quy định tại khoản 5 Điều 86 của Luật này .
9. Chính phủ quy định chi tiết Điều này ."
khainiem_trinhtututhucboithuonghotrotaidinhcu,KhaiNiem,"Trình tự, thủ tục bồi thường, hỗ trợ, tái định cư",,,
khainiem_muctichquocphonganinh,KhaiNiem,"mục đích quốc phòng, an ninh",,,
khainiem_phattrienkinhtexahoiviloichquocgiacongcong,KhaiNiem,"phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng",,,
chuthe_nguoicodatthuhod,ChuThe,người có đất trong khu vực thu hồi,,,
chuthe_ubndcapcothamquyenthuhoidat,ChuThe,Ủy ban nhân dân cấp có thẩm quyền thu hồi đất,,,
chuthe_nguoicodat,ChuThe,người có đất thu hồi,,,
chuthe_chusohuutaisanganlienvoidat,ChuThe,chủ sở hữu tài sản gắn liền với đất,,,
chuthe_nguoicoquyenloivanghiavuvienquan,ChuThe,người có quyền lợi và nghĩa vụ liên quan,,,
chuthe_donvitochucthuchiennhiemvuboithuonghotrotaidinhcu,ChuThe,"đơn vị, tổ chức thực hiện nhiệm vụ bồi thường, hỗ trợ, tái định cư",,,
chuthe_ubndmatrantochuqvietnamcapxa,ChuThe,Ủy ban Mặt trận Tổ quốc Việt Nam cấp xã,,,
dieu_93_2024,DieuLuat,Điều 93,93.0,2024.0,"Điều 93.

Việc tách nội dung bồi thường, hỗ trợ, tái định cư thành dự án độc lập và việc thu hồi
đất, bồi thường, hỗ trợ, tái định cư đối với dự án đầu tư
Trường hợp dự án bồi thường, hỗ trợ, tái định cư được tách ra thành dự án độc lập theo quy định của
pháp luật về đầu tư công thì việc thu hồi đất, bồi thường, hỗ trợ, tái định cư được thực hiện theo quy
định của Luật này ."
hanhviphaply_tachnoidungboithuong,HanhViPhapLy,"Tách nội dung bồi thường, hỗ trợ, tái định cư thành dự án độc lập",,,
chetai_boithuong,HanhViPhapLy,Bồi thường,,,
hanhviphaply_hotro,HanhViPhapLy,Hỗ trợ,,,
hanhviphaply_taidinhcu,HanhViPhapLy,Tái định cư,,,
khainiem_duanbotrothadinhcu,KhaiNiem,"Dự án bồi thường, hỗ trợ, tái định cư",,,
dieukien_quyduocluat,DieuKien,Theo quy định của pháp luật về đầu tư công,,,
dieu_20_2024,DieuLuat,Điều 20,20.0,2024.0,"Điều 20.

Thẩm quyền quyết định chủ trương chuyển mục đích sử dụng rừng sang mục đích
khác
Hội đồng nhân dân cấp tỉnh quyết định chủ trương chuyển mục đích sử dụng rừng sang mục đích khác,
trừ trường hợp thực hiện dự án thuộc thẩm quyền của Quốc hội, Thủ tướng Chính phủ, Hội đồng nhân
dân cấp tỉnh chấp thuận, quyết định chủ trương đầu tư theo quy định của Luật Đầu tư , Luật đầu tư
công , Luật Đầu tư theo phương thức đối tác công tư , Luật Dầu khí .”.
6. Sửa đổi, bổ sung một số khoản của  Điều 23  như sau:
a) Sửa đổi, bổ sung  điểm a khoản 1  như sau:
“a) Giao rừng, cho thuê rừng, chuyển mục đích sử dụng rừng sang mục đích khác, thu hồi rừng đối với
tổ chức, trừ trường hợp quy định tại điểm c khoản 2 Điều này;”;
b) Sửa đổi, bổ sung  khoản 2  như sau:
“2. Thẩm quyền của Ủy ban nhân dân cấp huyện được quy định như sau:
a) Giao rừng, cho thuê rừng, chuyển mục đích sử dụng rừng sang mục đích khác đối với hộ gia đình, cá
nhân;
b) Giao rừng, chuyển mục đích sử dụng rừng sang mục đích khác đối với cộng đồng dân cư;
c) Thu hồi rừng đối với trường hợp thu hồi đất có rừng thuộc thẩm quyền của Ủy ban nhân cấp huyện
theo quy định của Luật Đất đai.”.
7. Sửa đổi, bổ sung tên điều,  khoản 5  và bổ sung khoản 6 vào sau  khoản 5 Điều 53  như sau:
a) Sửa đổi, bổ sung tên  Điều 53  như sau:
“"
hanhviphaply_chuyenmucdichsudungrung,HanhViPhapLy,Chuyển mục đích sử dụng rừng,,,
chuthe_hoidongnhandancaptinh,ChuThe,Hội đồng nhân dân cấp tỉnh,,,
hanhviphaply_giaorung,HanhViPhapLy,Giao rừng,,,
hanhviphaply_chothuerung,HanhViPhapLy,Cho thuê rừng,,,
hanhviphaply_thuhroirung,HanhViPhapLy,Thu hồi rừng,,,
dieu_76_2024,DieuLuat,"Điều 76. Tổ chức thực hiện quy hoạch, kế hoạch sử dụng đất",76.0,2024.0,"Điều 76.

Tổ chức thực hiện quy hoạch, kế hoạch sử dụng đất
1. Chính phủ tổ chức thực hiện quy hoạch, kế hoạch sử dụng đất quốc gia.
Thủ tướng Chính phủ phân bổ chỉ tiêu sử dụng đất cho đơn vị hành chính cấp tỉnh, Bộ Quốc phòng, Bộ
Công an trên cơ sở các chỉ tiêu sử dụng đất quốc gia đã được Quốc hội quyết định.
2. Bộ Quốc phòng có trách nhiệm tổ chức thực hiện quy hoạch sử dụng đất quốc phòng; Bộ Công an có
trách nhiệm thực hiện quy hoạch sử dụng đất an ninh.
3. Ủy ban nhân dân cấp tỉnh, Ủy ban nhân dân cấp huyện có trách nhiệm tổ chức thực hiện quy hoạch,
kế hoạch sử dụng đất của địa phương.
4. Trường hợp quy hoạch sử dụng đất đã được công bố công khai mà chưa có kế hoạch sử dụng đất
hằng năm cấp huyện thì người sử dụng đất được tiếp tục sử dụng và được thực hiện các quyền của
người sử dụng đất theo quy định của Luật này .
5. Đối với dự án thuộc trường hợp quy định tại  khoản 4 Điều 67 của Luật này  mà phải thu hồi đất thì
Ủy ban nhân dân cấp huyện nơi có dự án phải công bố công khai phạm vi thu hồi đất theo tiến độ của
dự án đến người sử dụng đất.
6. Đối với diện tích đất phải thu hồi, chuyển mục đích sử dụng đất trong kế hoạch sử dụng đất hằng
năm cấp huyện hoặc phải thu hồi, chuyển mục đích sử dụng đất quy định tại khoản 4 Điều 67 của Luật
này thì người sử dụng đất được tiếp tục thực hiện các quyền của người sử dụng đất nhưng không được
xây dựng mới nhà ở, công trình, trồng mới cây lâu năm; người sử dụng đất được xây dựng theo giấy about:blank
phép xây dựng có thời hạn, cải tạo, sửa chữa nhà ở, công trình hiện có theo quy định của pháp luật về
xây dựng và pháp luật có liên quan.
7. Diện tích đất được xác định trong kế hoạch sử dụng đất hằng năm cấp huyện đã được cơ quan có
thẩm quyền phê duyệt thu hồi để thực hiện dự án hoặc phải chuyển mục đích sử dụng đất mà sau 02
năm liên tục được xác định trong kế hoạch sử dụng đất hằng năm cấp huyện chưa có quyết định thu hồi
đất hoặc chưa được phép chuyển mục đích sử dụng đất thì cơ quan có thẩm quyền phê duyệt kế hoạch
sử dụng đất hằng năm cấp huyện phải xem xét, đánh giá điều chỉnh, hủy bỏ và phải công bố công khai
việc điều chỉnh, hủy bỏ việc thu hồi đất hoặc hủy bỏ việc chuyển mục đích sử dụng đất đối với phần
diện tích đất được xác định trong kế hoạch sử dụng đất hằng năm cấp huyện.
Trường hợp cơ quan có thẩm quyền phê duyệt kế hoạch sử dụng đất hằng năm cấp huyện không điều
chỉnh, hủy bỏ hoặc có điều chỉnh, hủy bỏ nhưng không công bố công khai thì người sử dụng đất không
bị hạn chế về các quyền sử dụng đất đã được pháp luật quy định.
8. Hằng năm, Ủy ban nhân dân cấp tỉnh có trách nhiệm tổ chức rà soát, xử lý và công bố công khai việc
thu hồi đất, chuyển mục đích sử dụng đất, điều chỉnh, hủy bỏ việc thu hồi đất, chuyển mục đích sử
dụng đất đối với đất đã được ghi trong kế hoạch sử dụng đất hằng năm cấp huyện trên trang thông tin
điện tử của Ủy ban nhân dân cấp tỉnh; gửi thông tin đến Bộ Tài nguyên và Môi trường, Ủy ban nhân
dân cấp huyện và Ủy ban nhân dân cấp xã.
9. Chính phủ quy định nguyên tắc, tiêu chí phân bổ chỉ tiêu sử dụng đất cấp tỉnh, chỉ tiêu sử dụng đất
cấp huyện.
10. Chính phủ quy định chi tiết Điều này và việc lập, thẩm định, điều chỉnh, lấy ý kiến, phê duyệt, công
bố kế hoạch sử dụng đất quốc gia, quy hoạch sử dụng đất cấp tỉnh, quy hoạch sử dụng đất cấp huyện,
kế hoạch sử dụng đất hằng năm cấp huyện."
chuthe_donvihanhchinhcaptinh,ChuThe,đơn vị hành chính cấp tỉnh,,,
chuthe_bo_truong_bo_quoc_phong,ChuThe,Bộ Quốc phòng,,,
chuthe_bo_truong_bo_cong_an,ChuThe,Bộ Công an,,,
dieu_230_2024,DieuLuat,"Điều 230. Giám sát của Quốc hội, Mặt trận Tổ quốc Việt Nam, Hội đồng nhân dân các cấp đối với việc quản lý, sử dụng đất đai",230.0,2024.0,"Điều 230.

Giám sát của Quốc hội, Mặt trận Tổ quốc Việt Nam, Hội đồng nhân dân các cấp đối
với việc quản lý, sử dụng đất đai
Quốc hội, Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của Mặt trận, Hội đồng nhân dân các
cấp thực hiện quyền giám sát đối với việc quản lý, sử dụng đất đai theo quy định của Hiến pháp , Luật
Hoạt động giám sát của Quốc hội và Hội đồng nhân dân , Luật Mặt trận Tổ quốc Việt Nam  và Luật Tổ
chức chính quyền địa phương ."
chuthe_mattrotoquocvietnam,ChuThe,Mặt trận Tổ quốc Việt Nam,,,
chuthe_hoidongnhandancaccap,ChuThe,Hội đồng nhân dân các cấp,,,
hanhviphaply_giamsatviecquanlysudungdatdai,HanhViPhapLy,"giám sát đối với việc quản lý, sử dụng đất đai",,,
dieu_140_2024,DieuLuat,"Điều 140. Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất cho hộ gia đình, cá nhân đang sử dụng đất được giao không đúng thẩm quyền",140.0,2024.0,"Điều 140.

Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất cho hộ
gia đình, cá nhân đang sử dụng đất được giao không đúng thẩm quyền
Đất được giao không đúng thẩm quyền cho hộ gia đình, cá nhân theo quy định của pháp luật về đất đai
tại thời điểm được giao hoặc sử dụng đất do mua, nhận thanh lý, hóa giá, phân phối nhà ở, công trình
xây dựng gắn liền với đất không đúng quy định của pháp luật thì việc cấp Giấy chứng nhận quyền sử
dụng đất, quyền sở hữu tài sản gắn liền với đất được thực hiện như sau:
1. Trường hợp đất đã được sử dụng ổn định trước ngày 15 tháng 10 năm 1993, nay được Ủy ban nhân
dân cấp xã nơi có đất xác nhận không có tranh chấp thì người đang sử dụng đất được cấp Giấy chứng about:blank
nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với diện tích đất đã được giao theo
quy định tại khoản 2 và khoản 6 Điều 138 của Luật này ;
2. Trường hợp đất đã được sử dụng ổn định từ ngày 15 tháng 10 năm 1993 đến trước ngày 01 tháng 7
năm 2004, nay được Ủy ban nhân dân cấp xã nơi có đất xác nhận không có tranh chấp, phù hợp với
quy hoạch sử dụng đất cấp huyện hoặc quy hoạch chung hoặc quy hoạch phân khu hoặc quy hoạch xây
dựng hoặc quy hoạch nông thôn thì được cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài
sản gắn liền với đất theo quy định tại  khoản 3 và khoản 6 Điều 138 của Luật này ;
3. Trường hợp đất đã được sử dụng ổn định từ ngày 01 tháng 7 năm 2004 đến trước ngày 01 tháng 7
năm 2014, nay được Ủy ban nhân dân cấp xã nơi có đất xác nhận không có tranh chấp, phù hợp với
quy hoạch sử dụng đất cấp huyện hoặc quy hoạch chung hoặc quy hoạch phân khu hoặc quy hoạch xây
dựng hoặc quy hoạch nông thôn  thì được cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài
sản gắn liền với đất như sau:
a) Đối với thửa đất có nhà ở, nhà ở và công trình phục vụ đời sống nếu diện tích thửa đất bằng hoặc
lớn hơn hạn mức giao đất ở quy định tại  khoản 2 Điều 195 và khoản 2 Điều 196 của Luật này  thì diện
tích đất ở được cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất bằng
hạn mức giao đất ở;
b) Đối với thửa đất có nhà ở, nhà ở và công trình phục vụ đời sống nếu diện tích thửa đất nhỏ hơn hạn
mức giao đất ở quy định tại khoản 2 Điều 195 và khoản 2 Điều 196 của Luật này  thì diện tích đất ở
được xác định là toàn bộ diện tích thửa đất đó;
c) Phần diện tích còn lại (nếu có) sau khi đã xác định diện tích đất ở theo quy định tại điểm a khoản này
thì được công nhận theo hiện trạng sử dụng đất;
4. Trường hợp đất được giao từ ngày 01 tháng 7 năm 2014 đến trước ngày Luật này có hiệu lực thi
hành, nay được Ủy ban nhân dân cấp xã nơi có đất xác nhận không có tranh chấp, phù hợp với quy
hoạch sử dụng đất và người sử dụng đất có giấy tờ chứng minh đã nộp tiền để được sử dụng đất thì
hạn mức đất cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất được xác
định theo quy định tại  khoản 3 Điều 138 của Luật này ;
5. Nhà nước không cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối
với đất đã giao, cho thuê không đúng thẩm quyền từ ngày 01 tháng 7 năm 2014 trở về sau, trừ trường
hợp quy định tại khoản 4 Điều này;
6. Người sử dụng đất được cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với
đất quy định tại các khoản 1, 2, 3 và 4 Điều này phải thực hiện nghĩa vụ tài chính theo quy định của
pháp luật;
7. Chính phủ quy định chi tiết Điều này ."
khainiem_datsudungodinh,KhaiNiem,đất đã được sử dụng ổn định,,,
khainiem_tranhchap,KhaiNiem,tranh chấp,,,
khainiem_dientichdatdagiao,KhaiNiem,diện tích đất đã được giao,,,
khainiem_quyhoachsudungdatcaphuyen,KhaiNiem,quy hoạch sử dụng đất cấp huyện,,,
khainiem_quyhoachchung,KhaiNiem,quy hoạch chung,,,
khainiem_quyhoachphankhu,KhaiNiem,quy hoạch phân khu,,,
khainiem_quyhoachxaydung,KhaiNiem,quy hoạch xây dựng,,,
khainiem_quyhoachnongthon,KhaiNiem,quy hoạch nông thôn,,,
khainiem_nhao,KhaiNiem,nhà ở,,,
